                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.1253,                0.83202,                  1.074,                0.69606,                0.71663,                 0.7459,                 0.4865,                 1.1822,                0.87258,                 1.1331,               0.004852,               0.004852,               0.004852
                    158,                 1.1238,                0.81902,                 1.0813,                0.69044,                0.73547,                0.74436,                0.48982,                 1.1663,                0.86359,                 1.1252,               0.004819,               0.004819,               0.004819
                    159,                 1.1397,                 0.8452,                 1.0863,                0.68352,                0.74038,                0.75012,                0.48843,                 1.1861,                0.87165,                 1.1314,               0.004786,               0.004786,               0.004786
                    160,                 1.1182,                0.82433,                 1.0797,                0.69227,                0.73799,                0.75522,                0.49473,                 1.1738,                0.86788,                 1.1233,               0.004753,               0.004753,               0.004753
                    161,                 1.1207,                0.82764,                 1.0727,                0.70349,                0.72868,                0.75139,                0.49731,                 1.1614,                0.85497,                 1.1204,                0.00472,                0.00472,                0.00472
                    162,                 1.1284,                0.83328,                 1.0739,                0.69751,                0.73416,                 0.7532,                0.49565,                 1.1631,                0.86325,                 1.1203,               0.004687,               0.004687,               0.004687
                    163,                 1.1485,                0.83612,                 1.0816,                0.69272,                0.73062,                0.75247,                0.49666,                 1.1519,                0.86879,                 1.1209,               0.004654,               0.004654,               0.004654
                    164,                  1.106,                0.81847,                 1.0692,                0.70216,                 0.7336,                0.75348,                0.49775,                 1.1672,                0.84418,                 1.1242,               0.004621,               0.004621,               0.004621
                    165,                 1.1105,                0.81608,                 1.0705,                0.71739,                0.72508,                0.75286,                0.49534,                 1.1625,                 0.8576,                 1.1226,               0.004588,               0.004588,               0.004588
                    166,                 1.1083,                0.82564,                 1.0754,                0.70716,                0.73416,                0.75073,                0.49396,                  1.156,                0.83641,                 1.1197,               0.004555,               0.004555,               0.004555
                    167,                 1.1243,                0.82209,                 1.0785,                0.72082,                0.71606,                0.75036,                0.48873,                 1.1718,                0.85867,                 1.1335,               0.004522,               0.004522,               0.004522
                    168,                 1.1289,                0.81964,                 1.0816,                0.69474,                0.73473,                0.74526,                0.48427,                 1.1707,                0.88011,                 1.1315,               0.004489,               0.004489,               0.004489
                    169,                 1.1171,                0.82676,                 1.0734,                0.69515,                0.72484,                0.74903,                0.48714,                 1.1701,                0.87126,                 1.1317,               0.004456,               0.004456,               0.004456
                    170,                  1.104,                0.82166,                 1.0688,                0.70488,                0.72285,                0.75359,                0.48666,                 1.1729,                0.86167,                 1.1287,               0.004423,               0.004423,               0.004423
                    171,                 1.1169,                0.81809,                 1.0688,                0.69929,                0.71833,                0.75019,                0.49099,                 1.1693,                0.86108,                 1.1286,                0.00439,                0.00439,                0.00439
                    172,                 1.1202,                0.82324,                 1.0802,                0.69355,                 0.7336,                0.75111,                0.49214,                 1.1675,                0.87587,                 1.1238,               0.004357,               0.004357,               0.004357
                    173,                 1.1032,                0.81562,                 1.0778,                0.69851,                0.73253,                0.75514,                0.49677,                  1.156,                0.86292,                 1.1225,               0.004324,               0.004324,               0.004324
                    174,                 1.0835,                0.80183,                 1.0573,                0.70503,                0.73003,                 0.7534,                0.49576,                 1.1443,                0.84911,                 1.1173,               0.004291,               0.004291,               0.004291
                    175,                 1.1087,                0.80712,                 1.0715,                0.70733,                0.72681,                0.75271,                0.49512,                 1.1497,                0.84906,                 1.1211,               0.004258,               0.004258,               0.004258
                    176,                 1.1059,                0.80484,                 1.0672,                0.72636,                0.70249,                0.75018,                 0.4882,                 1.1796,                0.86014,                 1.1359,               0.004225,               0.004225,               0.004225
                    177,                 1.0995,                 0.8136,                 1.0765,                0.69994,                0.72342,                0.75201,                0.48874,                 1.1738,                0.88196,                  1.128,               0.004192,               0.004192,               0.004192
                    178,                 1.1029,                 0.8012,                 1.0667,                0.69729,                0.72851,                0.74824,                0.48571,                 1.1688,                0.86755,                 1.1267,               0.004159,               0.004159,               0.004159
                    179,                 1.0983,                0.79697,                 1.0698,                0.70274,                0.71663,                0.73868,                0.48871,                 1.1662,                0.85957,                 1.1303,               0.004126,               0.004126,               0.004126
                    180,                 1.1057,                0.80876,                 1.0671,                0.69946,                0.72342,                0.74227,                0.49054,                 1.1601,                0.87022,                 1.1266,               0.004093,               0.004093,               0.004093
                    181,                 1.1006,                0.80633,                 1.0671,                 0.7035,                0.72342,                0.74638,                0.48977,                 1.1685,                0.85642,                 1.1325,                0.00406,                0.00406,                0.00406
                    182,                 1.0902,                0.79427,                 1.0683,                0.70786,                0.72172,                0.75036,                0.49377,                 1.1564,                0.85613,                  1.125,               0.004027,               0.004027,               0.004027
                    183,                 1.1183,                0.80112,                 1.0736,                 0.6924,                0.73529,                0.74843,                0.49493,                 1.1566,                0.84057,                 1.1242,               0.003994,               0.003994,               0.003994
                    184,                  1.091,                0.79851,                 1.0638,                0.70706,                0.72455,                0.75054,                0.50057,                 1.1431,                0.83428,                 1.1108,               0.003961,               0.003961,               0.003961
                    185,                 1.1104,                0.81714,                 1.0695,                0.68386,                0.74774,                0.75544,                 0.4987,                 1.1471,                0.84397,                 1.1196,               0.003928,               0.003928,               0.003928
                    186,                 1.0873,                0.79395,                 1.0657,                0.69664,                0.72738,                0.75225,                 0.4974,                 1.1475,                0.85608,                  1.119,               0.003895,               0.003895,               0.003895
                    187,                 1.1208,                0.80191,                 1.0706,                0.68876,                0.74321,                0.75324,                0.49668,                 1.1525,                0.85901,                 1.1152,               0.003862,               0.003862,               0.003862
                    188,                 1.1027,                0.80771,                 1.0683,                0.69233,                0.73694,                0.74955,                0.49156,                   1.16,                0.85332,                 1.1232,               0.003829,               0.003829,               0.003829
                    189,                 1.1044,                0.80562,                   1.07,                0.69033,                0.74141,                0.75202,                0.49554,                  1.157,                0.84044,                 1.1233,               0.003796,               0.003796,               0.003796
                    190,                  1.101,                0.79426,                 1.0663,                0.69546,                0.72511,                0.75105,                 0.4941,                 1.1569,                0.86378,                 1.1195,               0.003763,               0.003763,               0.003763
                    191,                 1.0912,                0.80005,                 1.0798,                0.72107,                0.70645,                0.75286,                0.49583,                 1.1537,                0.84301,                 1.1257,                0.00373,                0.00373,                0.00373
                    192,                 1.0887,                0.80211,                 1.0594,                0.72398,                0.70767,                0.75064,                0.49436,                 1.1549,                0.85747,                 1.1245,               0.003697,               0.003697,               0.003697
                    193,                 1.0994,                0.79534,                 1.0631,                0.70597,                0.72229,                0.74919,                0.49311,                  1.166,                0.85586,                 1.1312,               0.003664,               0.003664,               0.003664
                    194,                 1.1022,                0.80887,                 1.0688,                0.68907,                0.74378,                0.75016,                0.49284,                 1.1596,                 0.8489,                 1.1294,               0.003631,               0.003631,               0.003631
                    195,                 1.0802,                0.79375,                 1.0569,                0.69977,                0.74095,                0.74904,                0.49144,                 1.1566,                0.86265,                 1.1262,               0.003598,               0.003598,               0.003598
                    196,                 1.0856,                0.80209,                 1.0503,                0.70181,                0.74038,                0.74951,                 0.4953,                 1.1576,                 0.8398,                 1.1271,               0.003565,               0.003565,               0.003565
                    197,                 1.0822,                0.79046,                 1.0619,                0.69603,                   0.75,                0.75216,                0.50029,                 1.1558,                0.83428,                 1.1318,               0.003532,               0.003532,               0.003532
                    198,                 1.0912,                0.78495,                 1.0698,                0.70547,                0.74208,                0.75308,                0.50091,                 1.1518,                 0.8308,                 1.1276,               0.003499,               0.003499,               0.003499
                    199,                   1.09,                0.78754,                 1.0592,                0.70856,                0.73983,                0.75413,                0.50014,                 1.1588,                0.84911,                 1.1275,               0.003466,               0.003466,               0.003466
                    200,                 1.0934,                0.78564,                 1.0639,                0.70302,                0.73699,                0.75171,                0.49999,                 1.1597,                0.85334,                 1.1276,               0.003433,               0.003433,               0.003433
                    201,                 1.0793,                0.78132,                 1.0579,                0.69718,                0.74717,                0.75393,                0.50114,                 1.1557,                0.84174,                 1.1273,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0925,                0.78602,                 1.0648,                0.69167,                0.74717,                0.75378,                0.49873,                 1.1543,                0.84599,                 1.1221,               0.003367,               0.003367,               0.003367
                    203,                 1.0833,                0.78997,                 1.0634,                0.70743,                0.72622,                0.75277,                0.50237,                 1.1449,                0.84291,                 1.1184,               0.003334,               0.003334,               0.003334
                    204,                  1.081,                0.78861,                 1.0603,                0.70629,                0.71946,                0.75123,                0.49761,                 1.1604,                0.86626,                 1.1201,               0.003301,               0.003301,               0.003301
                    205,                 1.0677,                 0.7803,                  1.053,                0.70288,                0.73191,                0.75591,                0.50149,                 1.1495,                0.85402,                 1.1157,               0.003268,               0.003268,               0.003268
                    206,                 1.0833,                0.79315,                 1.0624,                0.71199,                0.72172,                0.75401,                0.50087,                 1.1456,                0.85248,                 1.1122,               0.003235,               0.003235,               0.003235
                    207,                 1.0814,                 0.7815,                 1.0602,                0.70058,                0.73982,                0.75693,                0.50286,                 1.1418,                0.85101,                   1.11,               0.003202,               0.003202,               0.003202
                    208,                 1.0861,                 0.7791,                 1.0611,                0.69287,                0.74604,                0.75573,                0.50082,                 1.1495,                 0.8514,                 1.1166,               0.003169,               0.003169,               0.003169
                    209,                  1.074,                0.78225,                 1.0565,                0.70743,                0.73586,                0.75431,                0.49887,                   1.15,                0.84385,                 1.1179,               0.003136,               0.003136,               0.003136
                    210,                 1.0795,                0.78285,                  1.063,                0.70648,                0.74095,                0.75497,                0.50124,                 1.1459,                0.83968,                 1.1152,               0.003103,               0.003103,               0.003103
                    211,                 1.0667,                 0.7746,                 1.0568,                0.70329,                 0.7319,                0.75604,                0.50285,                 1.1413,                0.83541,                 1.1138,                0.00307,                0.00307,                0.00307
                    212,                  1.065,                0.77441,                 1.0547,                0.72124,                0.72342,                0.75485,                0.50216,                 1.1434,                0.84006,                 1.1149,               0.003037,               0.003037,               0.003037
                    213,                 1.0595,                0.77571,                 1.0488,                0.70421,                0.73133,                0.75427,                0.50401,                  1.142,                0.83864,                 1.1159,               0.003004,               0.003004,               0.003004
                    214,                  1.066,                0.76494,                 1.0551,                0.70064,                0.73868,                0.75673,                0.50481,                 1.1407,                  0.843,                 1.1146,               0.002971,               0.002971,               0.002971
                    215,                  1.059,                0.76369,                 1.0423,                0.70261,                0.74208,                0.75714,                0.50276,                 1.1416,                 0.8374,                 1.1119,               0.002938,               0.002938,               0.002938
                    216,                 1.0562,                0.76762,                  1.048,                0.69989,                0.74434,                0.75791,                0.50126,                 1.1417,                  0.839,                 1.1137,               0.002905,               0.002905,               0.002905
                    217,                 1.0699,                0.77003,                 1.0538,                0.69631,                0.74265,                0.75744,                0.50402,                 1.1395,                0.83655,                   1.11,               0.002872,               0.002872,               0.002872
                    218,                 1.0527,                0.76131,                 1.0429,                0.69339,                   0.75,                0.75892,                0.50436,                 1.1435,                0.84365,                 1.1107,               0.002839,               0.002839,               0.002839
                    219,                 1.0635,                0.75711,                 1.0479,                0.71481,                0.72851,                0.75736,                0.50368,                 1.1417,                0.84918,                 1.1108,               0.002806,               0.002806,               0.002806
                    220,                 1.0552,                0.76524,                  1.051,                0.70759,                0.74208,                0.75944,                0.50351,                 1.1459,                0.83573,                 1.1116,               0.002773,               0.002773,               0.002773
                    221,                 1.0563,                0.77002,                 1.0569,                0.70899,                 0.7455,                0.75445,                0.50178,                 1.1417,                0.83841,                 1.1092,                0.00274,                0.00274,                0.00274
                    222,                 1.0581,                0.74987,                 1.0458,                0.70905,                0.74095,                0.75527,                0.50368,                 1.1356,                0.83869,                 1.1088,               0.002707,               0.002707,               0.002707
                    223,                 1.0611,                0.76263,                 1.0458,                0.71221,                0.73416,                0.75392,                0.50314,                 1.1347,                0.83368,                  1.109,               0.002674,               0.002674,               0.002674
                    224,                 1.0432,                0.75224,                 1.0448,                0.71188,                 0.7309,                0.75347,                0.50189,                 1.1362,                 0.8346,                 1.1143,               0.002641,               0.002641,               0.002641
                    225,                 1.0525,                0.76187,                 1.0429,                0.71347,                0.72533,                0.75778,                 0.5038,                 1.1336,                0.82933,                 1.1109,               0.002608,               0.002608,               0.002608
                    226,                 1.0629,                0.76174,                 1.0522,                0.71686,                 0.7319,                0.75837,                0.50566,                 1.1389,                0.83112,                 1.1151,               0.002575,               0.002575,               0.002575
                    227,                 1.0491,                0.75694,                 1.0438,                0.68524,                0.74943,                0.75823,                0.50515,                 1.1421,                0.83212,                  1.114,               0.002542,               0.002542,               0.002542
                    228,                 1.0513,                0.76116,                 1.0436,                0.68071,                0.77489,                0.75947,                0.50595,                 1.1421,                0.82829,                 1.1117,               0.002509,               0.002509,               0.002509
                    229,                  1.056,                0.74985,                 1.0517,                0.68034,                0.76681,                0.75789,                0.50511,                 1.1375,                0.82419,                 1.1128,               0.002476,               0.002476,               0.002476
                    230,                 1.0537,                0.74935,                 1.0387,                0.68557,                0.76075,                0.75844,                0.50302,                 1.1444,                0.82997,                 1.1134,               0.002443,               0.002443,               0.002443
                    231,                 1.0382,                0.74697,                 1.0398,                0.68167,                0.77031,                0.75315,                 0.5035,                 1.1412,                0.83021,                 1.1116,                0.00241,                0.00241,                0.00241
                    232,                 1.0562,                0.75868,                 1.0458,                0.67494,                0.77158,                0.75269,                0.50195,                 1.1459,                0.83345,                 1.1156,               0.002377,               0.002377,               0.002377
                    233,                 1.0364,                0.75417,                 1.0429,                0.67539,                0.77317,                0.75253,                0.50222,                  1.142,                0.83399,                 1.1165,               0.002344,               0.002344,               0.002344
                    234,                 1.0454,                0.75036,                 1.0475,                0.67865,                0.76867,                0.75616,                0.50336,                 1.1425,                0.82938,                  1.116,               0.002311,               0.002311,               0.002311
                    235,                 1.0474,                0.75427,                 1.0425,                0.69199,                 0.7483,                0.75603,                0.50497,                 1.1413,                0.82569,                 1.1138,               0.002278,               0.002278,               0.002278
                    236,                 1.0376,                0.76089,                 1.0427,                0.69427,                0.75057,                0.75498,                0.50331,                 1.1441,                0.83225,                 1.1125,               0.002245,               0.002245,               0.002245
                    237,                 1.0423,                0.75894,                 1.0404,                0.70395,                0.74095,                0.75774,                0.50389,                 1.1442,                0.82929,                  1.113,               0.002212,               0.002212,               0.002212
                    238,                 1.0328,                0.74589,                 1.0371,                0.71762,                0.73643,                0.75841,                0.50514,                 1.1445,                0.82412,                 1.1138,               0.002179,               0.002179,               0.002179
                    239,                 1.0451,                0.74543,                 1.0362,                0.71962,                0.73643,                0.76045,                0.50545,                  1.141,                0.82322,                 1.1108,               0.002146,               0.002146,               0.002146
                    240,                  1.048,                0.74624,                 1.0381,                0.70904,                0.74378,                  0.759,                0.50427,                 1.1424,                0.82659,                 1.1142,               0.002113,               0.002113,               0.002113
                    241,                 1.0233,                0.74163,                 1.0322,                0.71184,                0.73982,                0.76072,                0.50364,                 1.1443,                0.82734,                 1.1152,                0.00208,                0.00208,                0.00208
                    242,                 1.0346,                0.74312,                 1.0432,                0.69436,                0.74943,                0.75827,                 0.5019,                 1.1482,                 0.8248,                 1.1172,               0.002047,               0.002047,               0.002047
                    243,                 1.0356,                0.74576,                 1.0405,                0.69171,                0.75637,                0.75969,                0.50247,                 1.1425,                0.82955,                 1.1124,               0.002014,               0.002014,               0.002014
                    244,                 1.0275,                0.73989,                 1.0282,                 0.6913,                0.75905,                0.75851,                0.50247,                 1.1393,                0.83014,                 1.1112,               0.001981,               0.001981,               0.001981
                    245,                   1.02,                0.73479,                 1.0389,                0.70342,                0.74943,                  0.761,                0.50456,                 1.1427,                0.82904,                  1.112,               0.001948,               0.001948,               0.001948
                    246,                 1.0422,                0.73881,                 1.0393,                0.69813,                0.74821,                0.76086,                0.50646,                 1.1418,                 0.8258,                 1.1104,               0.001915,               0.001915,               0.001915
                    247,                 1.0276,                0.73185,                 1.0394,                0.70177,                 0.7483,                0.76019,                0.50486,                 1.1398,                0.82345,                 1.1087,               0.001882,               0.001882,               0.001882
                    248,                  1.021,                0.72931,                 1.0302,                0.70625,                0.74661,                0.76203,                0.50392,                 1.1454,                0.82863,                 1.1111,               0.001849,               0.001849,               0.001849
                    249,                 1.0178,                0.72561,                 1.0229,                0.70483,                0.75228,                0.76219,                0.50462,                 1.1433,                0.83211,                 1.1093,               0.001816,               0.001816,               0.001816
                    250,                 1.0123,                0.72921,                 1.0283,                0.70309,                0.75452,                0.76185,                0.50419,                 1.1454,                0.83191,                 1.1113,               0.001783,               0.001783,               0.001783
                    251,                 1.0149,                0.73451,                 1.0254,                0.70088,                0.75452,                0.76151,                 0.5038,                 1.1446,                0.83397,                 1.1117,                0.00175,                0.00175,                0.00175
                    252,                 1.0055,                0.71409,                 1.0248,                0.70188,                0.74717,                0.76047,                 0.5034,                  1.146,                0.83231,                 1.1132,               0.001717,               0.001717,               0.001717
                    253,                 1.0089,                 0.7181,                 1.0255,                0.72741,                0.72342,                0.76109,                0.50618,                 1.1416,                0.83245,                 1.1106,               0.001684,               0.001684,               0.001684
                    254,                 1.0191,                0.72439,                 1.0264,                0.72524,                0.72342,                0.75927,                0.50478,                 1.1434,                0.83464,                 1.1116,               0.001651,               0.001651,               0.001651
                    255,                 1.0154,                0.72294,                 1.0265,                0.71845,                 0.7302,                0.75727,                0.50418,                 1.1448,                0.83144,                 1.1125,               0.001618,               0.001618,               0.001618
                    256,                 1.0132,                 0.7233,                 1.0303,                0.71498,                0.73529,                0.75825,                0.50557,                 1.1432,                0.82784,                 1.1132,               0.001585,               0.001585,               0.001585
                    257,                 1.0055,                0.70819,                 1.0274,                 0.7088,                0.73303,                0.75802,                0.50533,                 1.1418,                0.82797,                 1.1135,               0.001552,               0.001552,               0.001552
                    258,                 1.0153,                0.73054,                 1.0226,                0.71765,                0.72907,                0.75869,                0.50669,                  1.142,                0.82615,                 1.1127,               0.001519,               0.001519,               0.001519
                    259,                 1.0085,                0.72065,                 1.0323,                  0.718,                0.71716,                0.75611,                0.50608,                 1.1437,                0.82626,                 1.1133,               0.001486,               0.001486,               0.001486
                    260,                 1.0172,                0.72357,                 1.0252,                0.72241,                 0.7183,                0.76121,                0.50755,                 1.1441,                0.82418,                 1.1146,               0.001453,               0.001453,               0.001453
                    261,                 1.0234,                0.72779,                 1.0283,                0.71787,                0.72115,                0.75719,                0.50728,                 1.1417,                0.82369,                 1.1134,                0.00142,                0.00142,                0.00142
                    262,                 1.0083,                0.71667,                 1.0311,                0.71994,                0.71972,                0.75592,                0.50557,                 1.1409,                0.82596,                 1.1134,               0.001387,               0.001387,               0.001387
                    263,                0.99624,                0.71297,                   1.02,                0.71494,                0.72794,                0.75526,                0.50527,                 1.1408,                0.82917,                 1.1133,               0.001354,               0.001354,               0.001354
                    264,                0.99568,                0.71094,                 1.0182,                0.72166,                 0.7171,                0.75547,                0.50532,                 1.1419,                0.82809,                  1.113,               0.001321,               0.001321,               0.001321
                    265,                0.99613,                0.70786,                 1.0169,                0.71986,                0.71945,                0.75587,                0.50618,                 1.1428,                0.82368,                 1.1148,               0.001288,               0.001288,               0.001288
                    266,                 1.0015,                0.71536,                 1.0181,                0.72457,                 0.7138,                0.75617,                0.50447,                 1.1468,                0.82529,                 1.1151,               0.001255,               0.001255,               0.001255
                    267,                 1.0038,                0.70805,                 1.0191,                0.72426,                 0.7155,                0.75622,                0.50462,                 1.1465,                0.82804,                 1.1151,               0.001222,               0.001222,               0.001222
                    268,                 1.0082,                0.71959,                 1.0272,                0.72951,                0.71154,                0.75517,                0.50334,                 1.1468,                0.82558,                 1.1152,               0.001189,               0.001189,               0.001189
                    269,                0.99775,                0.70628,                 1.0227,                0.71752,                0.72409,                0.75466,                0.50416,                 1.1464,                0.82394,                 1.1153,               0.001156,               0.001156,               0.001156
                    270,                0.98769,                0.70061,                 1.0135,                0.71456,                0.72922,                 0.7558,                0.50414,                 1.1475,                0.82437,                 1.1165,               0.001123,               0.001123,               0.001123
                    271,                0.98471,                0.70756,                 1.0206,                 0.7142,                0.72932,                0.75651,                0.50274,                 1.1489,                0.82251,                  1.117,                0.00109,                0.00109,                0.00109
                    272,                 1.0062,                 0.7184,                 1.0195,                0.71883,                0.72172,                0.75635,                0.50302,                 1.1491,                0.82315,                 1.1172,               0.001057,               0.001057,               0.001057
                    273,                0.99498,                0.71358,                 1.0158,                 0.7029,                 0.7319,                0.75547,                0.50331,                 1.1499,                0.82443,                 1.1164,               0.001024,               0.001024,               0.001024
                    274,                 0.9864,                0.70814,                 1.0157,                0.70032,                0.73756,                0.75693,                 0.5024,                 1.1484,                0.82647,                 1.1151,               0.000991,               0.000991,               0.000991
                    275,                 0.9954,                0.70839,                 1.0186,                0.70204,                0.73699,                0.75655,                0.50195,                 1.1479,                0.82702,                 1.1138,               0.000958,               0.000958,               0.000958
                    276,                0.98626,                0.70272,                 1.0176,                0.70676,                0.73416,                0.75656,                0.50182,                 1.1485,                0.82818,                 1.1138,               0.000925,               0.000925,               0.000925
                    277,                0.97864,                0.69899,                 1.0084,                 0.7064,                0.73621,                0.75689,                0.50286,                 1.1467,                0.82746,                 1.1131,               0.000892,               0.000892,               0.000892
                    278,                0.98291,                0.70312,                 1.0195,                0.70848,                0.72993,                0.75692,                0.50349,                 1.1453,                0.82717,                 1.1123,               0.000859,               0.000859,               0.000859
                    279,                0.98685,                0.69802,                 1.0152,                0.70955,                0.72851,                0.75695,                0.50349,                 1.1445,                0.82606,                 1.1123,               0.000826,               0.000826,               0.000826
                    280,                0.99892,                0.70883,                  1.013,                0.70018,                0.74378,                0.75593,                0.50373,                 1.1448,                0.82637,                 1.1122,               0.000793,               0.000793,               0.000793
                    281,                 0.9836,                0.69891,                 1.0142,                0.69317,                0.75388,                0.75715,                0.50423,                 1.1458,                0.82674,                 1.1132,                0.00076,                0.00076,                0.00076
                    282,                0.99203,                0.70182,                 1.0156,                0.69225,                0.75445,                0.75675,                0.50433,                  1.147,                0.82671,                 1.1142,               0.000727,               0.000727,               0.000727
                    283,                 0.9776,                0.69792,                 1.0069,                0.69507,                0.74038,                0.75461,                0.50388,                 1.1493,                0.82743,                  1.116,               0.000694,               0.000694,               0.000694
                    284,                0.98502,                0.69897,                 1.0143,                0.70464,                0.73077,                0.75421,                 0.5033,                 1.1498,                  0.829,                 1.1165,               0.000661,               0.000661,               0.000661
                    285,                0.97738,                0.68982,                 1.0107,                0.70136,                0.73133,                0.75334,                0.50308,                 1.1497,                0.83093,                 1.1171,               0.000628,               0.000628,               0.000628
                    286,                0.97595,                0.69066,                 1.0061,                0.71036,                0.72738,                0.75338,                0.50324,                 1.1488,                0.83095,                 1.1168,               0.000595,               0.000595,               0.000595
                    287,                 0.9676,                0.68122,                 1.0084,                0.71031,                0.72532,                0.75364,                0.50338,                 1.1483,                0.83124,                 1.1171,               0.000562,               0.000562,               0.000562
                    288,                 0.9792,                0.68972,                 1.0106,                0.71303,                0.72398,                0.75292,                0.50321,                 1.1485,                0.83029,                 1.1176,               0.000529,               0.000529,               0.000529
                    289,                0.97797,                0.68725,                 1.0054,                0.73348,                0.70362,                 0.7535,                0.50321,                 1.1489,                0.83096,                 1.1177,               0.000496,               0.000496,               0.000496
                    290,                0.94929,                0.68799,                 1.0008,                 0.7356,                0.70023,                0.75287,                0.50234,                 1.1495,                0.83084,                 1.1184,               0.000463,               0.000463,               0.000463
                    291,                0.97506,                0.74481,                 1.0239,                0.74055,                 0.6974,                0.75369,                 0.5049,                 1.1386,                0.82738,                 1.1172,                0.00043,                0.00043,                0.00043
                    292,                0.94264,                0.68293,                 1.0056,                0.73877,                0.70079,                0.75368,                0.50728,                 1.1297,                0.82452,                 1.1168,               0.000397,               0.000397,               0.000397
                    293,                0.93552,                0.67369,                 1.0038,                0.73496,                0.70267,                0.75362,                0.50981,                 1.1228,                0.82223,                 1.1171,               0.000364,               0.000364,               0.000364
                    294,                0.93043,                0.67096,                 1.0041,                0.73289,                0.70362,                 0.7521,                0.51146,                 1.1167,                0.81985,                  1.117,               0.000331,               0.000331,               0.000331
                    295,                0.92156,                0.67069,                0.99542,                0.70973,                0.73021,                0.75306,                0.51346,                 1.1099,                0.81673,                 1.1166,               0.000298,               0.000298,               0.000298
                    296,                0.92236,                0.66068,                 1.0006,                0.71206,                 0.7302,                0.75609,                0.51527,                 1.1052,                 0.8142,                 1.1167,               0.000265,               0.000265,               0.000265
                    297,                0.91584,                0.65179,                0.99793,                0.71396,                0.73133,                0.75789,                0.51626,                 1.1009,                0.81294,                  1.117,               0.000232,               0.000232,               0.000232
                    298,                0.91975,                0.66114,                0.99427,                0.70697,                0.73925,                0.75949,                0.51713,                 1.0978,                0.81125,                 1.1173,               0.000199,               0.000199,               0.000199
                    299,                0.91434,                 0.6582,                0.98841,                0.70524,                0.73869,                0.75887,                0.51837,                 1.0953,                0.80996,                  1.117,               0.000166,               0.000166,               0.000166
                    300,                0.91599,                0.65393,                0.98607,                0.73843,                0.70475,                0.75887,                0.51903,                 1.0922,                0.80986,                 1.1166,               0.000133,               0.000133,               0.000133
